"Link Title","Message","Time Posted (PST)","# Likes","# Shares","Has Question?","Update Type","Link URL","Post URL"
"New guns laws could miss their target","Handguns kill more Americans than all other firearms combined, but the new laws barely address them. CNN’s Mallory Simon discusses the three main ways that Obama's plan could indirectly stem the toll of handgun violence: http://on.cnn.com/11buyBe    For more on the President’s gun control proposals, watch a special Anderson Cooper 360 town hall event on Thursday at 8 PM ET.","2013-01-29 17:00:01",531,65,"No","link","http://on.cnn.com/11buyBe","http://www.facebook.com/5550296508/posts/518120008227684"
"[Photo]","Take a look back at Sen. John Kerry, the next secretary of state : http://on.cnn.com/11bLlUK","2013-01-29 15:00:03",2259,147,"No","photo","http://www.facebook.com/photo.php?fbid=10151429616186509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151429858141509"
"Will Hillary Clinton run for president again, in 2016?","As Hillary Clinton gets ready to leave public service and enter private life, the outgoing secretary of state appears to be changing her answer http://on.cnn.com/11brBRa. Would you vote for her?   She sits down for an interview with CNN's Foreign Affairs Correspondent Jill Dougherty and Foreign Affairs Reporter Elise Labott scheduled to run in CNN The Situation Room which airs at 4 p.m. ET.","2013-01-29 13:06:10",2721,142,"Yes","link","http://on.cnn.com/11brBRa","http://www.facebook.com/5550296508/posts/485133031532248"
"Our days are filled with fear, uncertainty and separation","""I identify myself with the American culture, but at the same time the American society is like 'No, you're not part of us.'"" Seven undocumented immigrants express their fears, hopes, and doubts about talks of immigration reform. http://on.cnn.com/11b7EtY   For more on the immigration reform, watch President Obama’s speech live at 2:55 PM ET on CNN, CNN.com and the CNN mobile app.","2013-01-29 11:38:06",548,55,"No","link","http://on.cnn.com/11b7EtY","http://www.facebook.com/5550296508/posts/399624853464593"
"All fruit diet lands Ashton Kutcher in the hospital","Ashton Kutcher says he adopted Steve Jobs' all-fruit diet to get ready for a role, and his body didn't appreciate it so much. Have you ever tried a fruit-only diet? How'd it go? http://on.cnn.com/114WebZ","2013-01-29 06:57:48",484,127,"Yes","link","http://on.cnn.com/114WebZ","http://www.facebook.com/5550296508/posts/117334081778468"
"[Photo]","When CNN Eatocracy's Kat Kinsman wasn't stuffing her mouth with some of the best pork and brisket on the planet, she was acquiring wisdom from some BBQ’ing connoisseurs. See insider tips on when to use an axe, and learn why a successful sauce might mean you are a failure in the BBQ business. http://on.cnn.com/Xa87Xo","2013-01-28 20:00:01",432,60,"No","photo","http://www.facebook.com/photo.php?fbid=10151415227331509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151415705161509"
"10 ways to embrace change","The one constant in everyone's life is change. Do you struggle with change, or do you welcome it? Check out 10 tips to see how well you are ready to embrace the next change that comes your way. http://on.cnn.com/Xa8Esk","2013-01-28 18:00:01",361,87,"Yes","link","http://on.cnn.com/Xa8Esk","http://www.facebook.com/5550296508/posts/375166342580496"
"Gun owners won't be forgotten in debate, Obama says","President Obama admitted that he’s fired a gun, has “a profound respect for the traditions of hunting that trace back in this country for generations,” and believes an openness to hearing gun owners' points of view must continue as the debate moves to Congress. See what he says will be one of the biggest factors during this debate. http://on.cnn.com/Xa9tkS  For more on the President’s gun control proposals, watch a special Anderson Cooper 360 town hall event on Thursday at 8 PM ET.","2013-01-28 14:49:24",1755,139,"No","link","http://on.cnn.com/Xa9tkS","http://www.facebook.com/5550296508/posts/203542213118961"
"Can Congress agree on immigration reform?","""First of all, Americans support it in poll after poll. Secondly, Latino voters expect it. Thirdly, Democrats want it. And fourth, Republicans need it,"" Democratic Senator Robert Menendez of New Jersey said regarding major immigration reform.   See the legislators' plans based on four 'pillars' of reform: http://on.cnn.com/Ycr2lC","2013-01-28 10:35:19",607,55,"No","link","http://on.cnn.com/Ycr2lC","http://www.facebook.com/5550296508/posts/501601636558915"
"Nightclub Safety: Four things you must know","Are you prepared to be your own fire marshal? Sunday morning we awoke to breaking news of another tragic nightclub fire caused by pyrotechnics, this time in Brazil. CNN Opinion contributor John Barylick argues if you’re going to a nightclub or concert, these are the four things you need to know. http://on.cnn.com/YbTEve","2013-01-28 07:02:07",321,123,"Yes","link","http://on.cnn.com/YbTEve","http://www.facebook.com/5550296508/posts/479904598739801"
"At least 245 killed in Brazil nightclub fire","Get the latest on the deadly fire that swept through a nightclub in Brazil. http://on.cnn.com/VgwO3d","2013-01-27 08:50:29",439,349,"No","link","http://on.cnn.com/VgwO3d","http://www.facebook.com/5550296508/posts/334209403358354"
"From Reagan to Obama, how we have changed as a nation","There was no World Wide Web. Same-sex marriage was unimaginable. Take a look at how we've changed as a culture, a people and a nation. http://on.cnn.com/VejITZ","2013-01-26 13:54:27",901,318,"No","link","http://on.cnn.com/VejITZ","http://www.facebook.com/5550296508/posts/149549735202385"
"DREAMer's clout increases in immigration debate","Undocumented youth, known as DREAMers, want you to know they aren't going anywhere. They're young, determined and becoming increasingly influential on the political stage. http://on.cnn.com/Vejooi","2013-01-26 12:00:04",856,72,"No","link","http://on.cnn.com/Vejooi","http://www.facebook.com/5550296508/posts/417441575003657"
"'Impaired Perceptions': Photographer rejects first impressions","http://on.cnn.com/10Pm1PA","2013-01-26 07:58:06",219,71,"No","link","http://on.cnn.com/10Pm1PA","http://www.facebook.com/5550296508/posts/494185427299334"
"CNN Distraction: Watch twins fall asleep eating spaghetti - CNN.com Video","Here’s a little late night snack to satisfy your craving. It’s CNN Distraction [It’s not news].","2013-01-25 20:00:01",586,239,"No","video","http://cnn.com/video/data/2.0/video/living/2012/10/17/orig-jtb-distraction-twins-spaghetti.cnn.html","http://www.facebook.com/5550296508/posts/322851541153316"
"[Photo]","House Republicans have put aside the debt ceiling as leverage in their fight for spending cuts. Now their goal is to balance the federal budget in 10 years. Leading the charge will be Paul Ryan, chairman of the House Budget Committee. Are you confident or doubtful that the Republicans can balance the budget? http://on.cnn.com/WZfteA","2013-01-25 15:00:03",1396,173,"Yes","photo","http://www.facebook.com/photo.php?fbid=10151408707841509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151408786311509"
"RidicuList: Five-dollar foot wrong? - CNN.com Video","“…companies should deliver what they promise.” Do you think these customers have a good case against Subway? See the clip of last night’s RidicuList on Anderson Cooper 360.","2013-01-25 12:54:14",668,236,"Yes","video","http://cnn.com/video/data/2.0/video/us/2013/01/25/ac-ridiculist-subway-foot-long-controversy.cnn.html","http://www.facebook.com/5550296508/posts/535295543161881"
"Era of online and mobile banking","Banks are killing off branches by the thousands. ""You're just not going to have a branch on every corner anymore from here on out,"" said Nancy Bush, a bank analyst. How do you feel about being pushed to utilize online banking rather than going into a branch?  http://on.cnn.com/10WFq6M","2013-01-25 10:38:34",500,148,"Yes","link","http://on.cnn.com/10WFq6M","http://www.facebook.com/5550296508/posts/331870040264479"
"After threats against U.S., North Korea turns ire to South","South Korea and the United States are often the focus of menacing language from Pyongyang, but this time the strong words and vow to conduct a third nuclear test appear to be testing the patience of its main ally, China. http://on.cnn.com/WYHB1D","2013-01-25 07:25:17",474,127,"No","link","http://on.cnn.com/WYHB1D","http://www.facebook.com/5550296508/posts/322634184502887"
"Should babies be allowed to 'cry it out'?","Cry-it-out is a sleep training method that advocates letting your baby cry for varying periods of time before offering comfort. The goal is to get your baby to learn how to fall asleep on their own, so you, too, can rest. Would you call this method selfish or genius? http://on.cnn.com/SIGNS0","2013-01-24 19:00:01",1321,207,"Yes","link","http://on.cnn.com/SIGNS0","http://www.facebook.com/5550296508/posts/417836268292253"
"TRENDING: Zuckerberg to fundraise for Christie","This isn't the first time Mark Zuckerberg has been tied to Gov. Chris Christie. The young billionaire has praised Christie’s education reform efforts made in New Jersey in the past. What do you think of Zuckerberg’s current fundraising efforts? http://on.cnn.com/SIGs1y","2013-01-24 14:53:13",665,84,"Yes","link","http://on.cnn.com/SIGs1y","http://www.facebook.com/5550296508/posts/405364849548240"
"iPhone almost stolen on plane - CNN Radio","Have you ever had luck with this app?","2013-01-24 12:26:23",313,95,"Yes","video","http://cnn.com/video/data/2.0/video/tech/2013/01/22/exp-binder-iphone.cnn-radio.html","http://www.facebook.com/5550296508/posts/238397369627688"
"Former troops say time has come for women in combat units","Rep. Tom Cotton, an Arkansas Republican, has said he doesn't think women are physically capable of combat duty. “It's nature -- upper body strength and physical movements and speed and endurance and so forth."" Where do you stand?   For more on women in combat, watch Defense Secretary Leon Panetta’s announcement at 1:30 p.m. http://live.cnn.com   Watch live on CNN, CNN.com and the CNN mobile app.","2013-01-24 10:16:37",750,156,"Yes","link","http://on.cnn.com/WX0h1A","http://www.facebook.com/5550296508/posts/118644071645582"
"Frigid cold sets sight on the South, may bring ice below Mason-Dixon Line","How are you preparing? http://on.cnn.com/SHpcK8","2013-01-24 09:30:54",95,45,"Yes","link","http://on.cnn.com/SHpcK8","http://www.facebook.com/5550296508/posts/457773780955428"
"North Korea says new nuclear test will be part of fight against U.S.","The North's National Defense Commission said the moves would feed into an ""upcoming all-out action"" that would target the United States, ""the sworn enemy of the Korean people."" See what prompted North Korea’s plans. http://on.cnn.com/WWK50n","2013-01-24 07:46:17",625,507,"No","link","http://on.cnn.com/WWK50n","http://www.facebook.com/5550296508/posts/301741389928450"
"Military to open combat jobs to women","The U.S. military is ending its policy of excluding women from combat and will open combat jobs and direct combat units to female troops. “We will eliminate the policy of ‘no women in units that are tasked with direct combat,’” a senior defense official says. But the officials caution that “not every position will open all at once.” For more on the planned change in policy, check out CNN’s Security Clearance blog: http://on.cnn.com/WgAwx0","2013-01-23 18:00:01",1799,250,"No","link","http://on.cnn.com/WgAwx0","http://www.facebook.com/5550296508/posts/358857510889060"
